Epoch: 0, Subepoch: 0, Loss: 6.317497, batch_size: 24, total_acc1: 66.666672,total_acc2: 25.000000, total_acc3: 0.000000, total_acc4: 4.166667
Epoch: 0, Subepoch: 1, Loss: 5.431355, batch_size: 24, total_acc1: 62.500000,total_acc2: 37.500000, total_acc3: 41.666668, total_acc4: 33.333336
Epoch: 0, Subepoch: 2, Loss: 6.134565, batch_size: 24, total_acc1: 55.555557,total_acc2: 37.500000, total_acc3: 51.388889, total_acc4: 41.666668
Epoch: 0, Subepoch: 3, Loss: 5.991353, batch_size: 24, total_acc1: 45.833336,total_acc2: 32.291668, total_acc3: 57.291668, total_acc4: 46.875000
Epoch: 0, Subepoch: 4, Loss: 5.895498, batch_size: 24, total_acc1: 45.833336,total_acc2: 34.166668, total_acc3: 57.500004, total_acc4: 48.333336
Epoch: 0, Subepoch: 5, Loss: 6.043740, batch_size: 24, total_acc1: 50.000000,total_acc2: 34.027779, total_acc3: 52.083332, total_acc4: 44.444447
Epoch: 0, Subepoch: 6, Loss: 6.107635, batch_size: 24, total_acc1: 52.976192,total_acc2: 33.333332, total_acc3: 48.214287, total_acc4: 39.880955
Epoch: 0, Subepoch: 7, Loss: 5.846597, batch_size: 24, total_acc1: 54.166668,total_acc2: 36.458336, total_acc3: 51.562500, total_acc4: 43.750000
Epoch: 0, Subepoch: 8, Loss: 5.933255, batch_size: 24, total_acc1: 55.092594,total_acc2: 37.500000, total_acc3: 53.240742, total_acc4: 44.907406
Epoch: 0, Subepoch: 9, Loss: 5.999375, batch_size: 24, total_acc1: 55.000004,total_acc2: 37.916668, total_acc3: 52.916668, total_acc4: 45.833336
Epoch: 0, Subepoch: 10, Loss: 6.010530, batch_size: 24, total_acc1: 54.924244,total_acc2: 39.015152, total_acc3: 53.409092, total_acc4: 46.590912
Epoch: 0, Subepoch: 11, Loss: 6.062727, batch_size: 24, total_acc1: 54.513889,total_acc2: 37.152779, total_acc3: 55.208332, total_acc4: 46.180557
Epoch: 0, Subepoch: 12, Loss: 5.998457, batch_size: 24, total_acc1: 53.205128,total_acc2: 37.179489, total_acc3: 57.371796, total_acc4: 44.871796
